          44          25           3
   9.999995E-07   4.999998E-05   4.999998E-05
   6.621707E-04   6.621707E-04   8.502545E-06
   4.411676E-04   4.411676E-04   4.716811E-06
   3.447591E-04   3.447591E-04   3.291934E-06
   2.493704E-04   2.493704E-04   2.046265E-06
   2.019985E-04   2.019985E-04   1.501276E-06
   1.404917E-04   1.404917E-04   8.782565E-07
   7.570208E-05   7.570208E-05   3.557949E-07
   4.227930E-05   4.227930E-05   1.505159E-07
   1.756463E-05   1.756463E-05   4.058224E-08
   9.863478E-06   9.857604E-06   1.710172E-08
   6.661372E-06   6.628295E-06   9.429578E-09
   8.375244E-06   8.361342E-06   1.335979E-08
   5.110420E-06   5.087531E-06   6.355507E-09
   4.055024E-06   4.003820E-06   4.447382E-09
   3.132350E-06   2.990113E-06   2.876943E-09
   2.600763E-06   2.143321E-06   1.750014E-09
   1.704593E-06   1.427277E-06   9.532083E-10
   3.374102E-06   6.735098E-07   3.119135E-10
   1.194806E-05   3.492142E-07   1.175752E-10
   1.030759E-05   2.045818E-07   5.349953E-11
   5.053141E-05   1.082208E-07   2.100234E-11
   2.441961E-05   7.550805E-08   1.256530E-11
   1.456207E-04   3.015947E-08   3.602651E-12
   1.848722E-03   3.395849E-08   2.752676E-12
   1.305184E-04   1.241925E-08   7.170063E-13
   2.899871E-04   6.665477E-09   2.992593E-13
   4.430815E-04   4.395865E-09   1.631538E-13
   3.767523E-04   3.342816E-09   1.097615E-13
   3.174145E-04   2.537941E-09   7.480164E-14
   4.166038E-04   1.751500E-09   4.581356E-14
   1.973711E-03   1.443355E-09   3.355355E-14
   2.082726E-03   1.411950E-09   2.951021E-14
   8.776464E-04   1.105867E-09   2.045112E-14
   7.427472E-04   7.639578E-10   1.221747E-14
   6.823813E-04   4.704782E-10   6.167044E-15
   6.822126E-04   2.759640E-10   2.949743E-15
   8.436063E-04   1.334582E-10   1.128132E-15
   2.342513E-03   6.961028E-11   4.090071E-16
   3.880869E-03   9.336082E-11   4.053209E-16
   3.955490E-03   9.262763E-11   3.115630E-16
   3.231205E-03   6.138656E-11   1.515340E-16
   2.239142E-03   2.683416E-11   4.361436E-17
   1.539289E-03   8.491275E-12   7.845378E-18
   1.163957E-03   2.012145E-12   7.761334E-19
   1.621148E-03   1.621148E-03   3.400524E-05
   1.080238E-03   1.080238E-03   1.887380E-05
   8.442713E-04   8.442713E-04   1.317634E-05
   6.107891E-04   6.107891E-04   8.193745E-06
   4.948159E-04   4.948159E-04   6.012948E-06
   3.442176E-04   3.442176E-04   3.519028E-06
   1.855142E-04   1.855142E-04   1.426304E-06
   1.036320E-04   1.036320E-04   6.036433E-07
   4.306635E-05   4.306635E-05   1.628406E-07
   2.418048E-05   2.417320E-05   6.863960E-08
   1.629647E-05   1.625550E-05   3.785184E-08
   2.052197E-05   2.050475E-05   5.362421E-08
   1.250573E-05   1.247738E-05   2.551389E-08
   9.883257E-06   9.819858E-06   1.785485E-08
   7.509963E-06   7.333884E-06   1.155076E-08
   5.823325E-06   5.257139E-06   7.026651E-09
   3.844140E-06   3.500959E-06   3.827568E-09
   4.993351E-06   1.652129E-06   1.252585E-09
   1.520486E-05   8.566540E-07   4.721857E-10
   1.299856E-05   5.018662E-07   2.148625E-10
   6.263037E-05   2.654841E-07   8.435111E-11
   3.029369E-05   1.852349E-07   5.046613E-11
   1.801267E-04   7.398658E-08   1.446952E-11
   2.286390E-03   8.331222E-08   1.105647E-11
   1.614219E-04   3.046828E-08   2.879917E-12
   3.586164E-04   1.635246E-08   1.202002E-12
   5.479300E-04   1.078441E-08   6.553237E-13
   4.659020E-04   8.200963E-09   4.408687E-13
   3.925211E-04   6.226352E-09   3.004490E-13
   5.151758E-04   4.296965E-09   1.840151E-13
   2.440692E-03   3.540994E-09   1.347717E-13
   2.575499E-03   3.463960E-09   1.185315E-13
   1.085296E-03   2.713047E-09   8.214470E-14
   9.184762E-04   1.874233E-09   4.907315E-14
   8.438246E-04   1.154234E-09   2.477079E-14
   8.436131E-04   6.770281E-10   1.184807E-14
   1.043186E-03   3.274158E-10   4.531304E-15
   2.896693E-03   1.707764E-10   1.642837E-15
   4.798984E-03   2.290444E-10   1.628033E-15
   4.891261E-03   2.272462E-10   1.251444E-15
   3.995628E-03   1.506017E-10   6.086616E-16
   2.768865E-03   6.583317E-11   1.751832E-16
   1.903443E-03   2.083193E-11   3.151122E-17
   1.439316E-03   4.936463E-12   3.117110E-18
   5.180855E-03   5.180855E-03   1.941307E-04
   3.454607E-03   3.454607E-03   1.078693E-04
   2.701101E-03   2.701101E-03   7.535715E-05
   1.955194E-03   1.955194E-03   4.690182E-05
   1.584458E-03   1.584458E-03   3.443642E-05
   1.102800E-03   1.102800E-03   2.017040E-05
   5.946615E-04   5.946615E-04   8.183467E-06
   3.323620E-04   3.323620E-04   3.466409E-06
   1.382125E-04   1.382125E-04   9.360909E-07
   7.761299E-05   7.760320E-05   3.947704E-07
   5.224915E-05   5.219410E-05   2.177586E-07
   6.585459E-05   6.583144E-05   3.084486E-07
   4.010465E-05   4.006658E-05   1.468006E-07
   3.162020E-05   3.153508E-05   1.027443E-07
   2.378983E-05   2.355352E-05   6.647625E-08
   1.764471E-05   1.688511E-05   4.044438E-08
   1.170566E-05   1.124542E-05   2.203375E-08
   9.785911E-06   5.307338E-06   7.211864E-09
   2.197829E-05   2.752113E-06   2.718941E-09
   1.835432E-05   1.612367E-06   1.237298E-09
   8.438950E-05   8.529598E-07   4.857681E-10
   4.092175E-05   5.951359E-07   2.906340E-10
   2.413621E-04   2.377091E-07   8.333160E-11
   3.062131E-03   2.677102E-07   6.368391E-11
   2.162134E-04   9.790126E-08   1.658765E-11
   4.802249E-04   5.254381E-08   6.923270E-12
   7.336931E-04   3.465261E-08   3.774541E-12
   6.238462E-04   2.635147E-08   2.539327E-12
   5.255818E-04   2.000661E-08   1.730536E-12
   6.897994E-04   1.380704E-08   1.059896E-12
   3.267932E-03   1.137797E-08   7.762643E-13
   3.448429E-03   1.113052E-08   6.827282E-13
   1.453138E-03   8.717686E-09   4.731458E-13
   1.229767E-03   6.022369E-09   2.826570E-13
   1.129804E-03   3.708837E-09   1.426778E-13
   1.129512E-03   2.175458E-09   6.824404E-14
   1.396709E-03   1.052067E-09   2.609998E-14
   3.878316E-03   5.487464E-10   9.462641E-15
   6.425242E-03   7.359786E-10   9.377403E-15
   6.548801E-03   7.302041E-10   7.208294E-15
   5.349657E-03   4.839257E-10   3.505889E-15
   3.707163E-03   2.115406E-10   1.009053E-15
   2.548464E-03   6.693886E-11   1.815088E-16
   1.927055E-03   1.586224E-11   1.795485E-17
   1.641299E-02   1.641299E-02   1.098351E-03
   1.097379E-02   1.097379E-02   6.119541E-04
   8.592095E-03   8.592095E-03   4.281463E-04
   6.229534E-03   6.229534E-03   2.669659E-04
   5.052802E-03   5.052802E-03   1.962200E-04
   3.521551E-03   3.521551E-03   1.151229E-04
   1.901529E-03   1.901529E-03   4.679880E-05
   1.064009E-03   1.064009E-03   1.985570E-05
   4.430758E-04   4.430758E-04   5.372394E-06
   2.489430E-04   2.489298E-04   2.267708E-06
   1.675544E-04   1.674802E-04   1.251508E-06
   2.112316E-04   2.112004E-04   1.772230E-06
   1.286382E-04   1.285869E-04   8.439180E-07
   1.013343E-04   1.012197E-04   5.907732E-07
   7.592946E-05   7.561171E-05   3.823213E-07
   5.523307E-05   5.421237E-05   2.326579E-07
   3.672850E-05   3.611047E-05   1.267793E-07
   2.305422E-05   1.704574E-05   4.150902E-08
   3.461933E-05   8.840083E-06   1.565233E-08
   2.761998E-05   5.179423E-06   7.123631E-09
   1.146762E-04   2.740135E-06   2.797050E-09
   5.594083E-05   1.911902E-06   1.673525E-09
   3.237358E-04   7.636505E-07   4.798573E-10
   4.102212E-03   8.602541E-07   3.668052E-10
   2.897457E-04   3.145736E-07   9.553786E-11
   6.431871E-04   1.688311E-07   3.987530E-11
   9.825449E-04   1.113444E-07   2.174006E-11
   8.354168E-04   8.467164E-08   1.462573E-11
   7.038096E-04   6.428452E-08   9.967367E-12
   9.236709E-04   4.436410E-08   6.104681E-12
   4.375744E-03   3.655922E-08   4.471068E-12
   4.617423E-03   3.576461E-08   3.932373E-12
   1.945734E-03   2.801183E-08   2.725239E-12
   1.646618E-03   1.935118E-08   1.628059E-12
   1.512744E-03   1.191731E-08   8.218032E-13
   1.512331E-03   6.990225E-09   3.930767E-13
   1.870060E-03   3.380519E-09   1.503326E-13
   5.192623E-03   1.763242E-09   5.450378E-14
   8.602647E-03   2.364875E-09   5.401314E-14
   8.768106E-03   2.346341E-09   4.151953E-14
   7.162584E-03   1.554990E-09   2.019389E-14
   4.963451E-03   6.797403E-10   5.812147E-15
   3.412074E-03   2.150935E-10   1.045488E-15
   2.580077E-03   5.096984E-11   1.034200E-16
   5.065275E-02   5.065275E-02   6.080758E-03
   3.419876E-02   3.419876E-02   3.413585E-03
   2.690149E-02   2.690149E-02   2.397419E-03
   1.960420E-02   1.960420E-02   1.501493E-03
   1.594366E-02   1.594366E-02   1.106283E-03
   1.115455E-02   1.115455E-02   6.514373E-04
   6.046682E-03   6.046682E-03   2.659216E-04
   3.393015E-03   3.393015E-03   1.131916E-04
   1.417205E-03   1.417205E-03   3.074038E-05
   7.972502E-04   7.972323E-04   1.299753E-05
   5.368387E-04   5.367382E-04   7.179691E-06
   6.766426E-04   6.766003E-04   1.016177E-05
   4.122995E-04   4.122302E-04   4.843756E-06
   3.247338E-04   3.245791E-04   3.392105E-06
   2.429584E-04   2.425298E-04   2.196127E-06
   1.753125E-04   1.739371E-04   1.336978E-06
   1.167221E-04   1.158902E-04   7.288489E-07
   6.279854E-05   5.472464E-05   2.387679E-07
   6.299277E-05   2.838689E-05   9.006671E-08
   4.673942E-05   1.663388E-05   4.099900E-08
   1.588885E-04   8.800979E-06   1.610094E-08
   7.856710E-05   6.140958E-06   9.634066E-09
   4.352020E-04   2.452811E-06   2.762608E-09
   5.498546E-03   2.764388E-06   2.112652E-09
   3.887156E-04   1.010753E-06   5.502260E-10
   8.617741E-04   5.424623E-07   2.296536E-10
   1.316096E-03   3.577569E-07   1.252095E-10
   1.118960E-03   2.720565E-07   8.423601E-11
   9.426399E-04   2.065509E-07   5.740668E-11
