       412.12956   1.5039452e-08   3.3398622e-09   1.1339389e-17   1.4573653e-14
   2.6883941e-12   1.8301391e-11   1.3644678e-10   7.6589117e-11   4.9291717e-13
   1.9850676e-11   8.9747651e-16   7.7700415e-15   3.5197642e-10   1.4055808e-11
   2.9181192e-12   4.6988361e-11   5.0963807e-13   2.4081962e-18   7.2873059e-14
   6.6800206e-16   5.8359972e-13   7.1680157e-16   1.0138931e-13      0.98111394
       370.75675   6.0528334e-09   1.4184275e-09   1.5060004e-18   3.8393624e-15
   3.9363981e-12   1.0564327e-11   5.1879792e-11   2.1875092e-11   3.6276188e-13
   1.0552842e-11   1.3810311e-16   2.2683432e-15   2.3031961e-10   5.6647706e-12
   1.2624195e-12   2.3994167e-11   5.6041306e-13   1.0446021e-18   8.4599563e-14
   1.9895535e-16   1.1234042e-12   2.0530906e-16   2.8153151e-13      0.98110166
       334.38497   3.1868884e-09   6.4653164e-10   1.9689120e-19   1.2834288e-15
   5.5231332e-12   6.8359875e-12   1.9722391e-11   6.0070730e-12   2.8944589e-13
   8.4910367e-12   3.0142562e-17   5.7864251e-16   1.1189756e-10   2.6219881e-12
   5.5223811e-13   1.3147175e-11   6.1375488e-13   5.1578734e-19   9.7618150e-14
   7.4078652e-17   1.7866678e-12   7.9139606e-17   6.1515478e-13      0.98109411
       303.47631   1.4284509e-09   3.3793594e-10   3.7067811e-20   4.9715685e-16
   7.2435117e-12   5.9729740e-12   1.1727512e-11   2.6439142e-12   3.0228129e-13
   8.2280279e-12   8.7250634e-18   1.8485974e-16   6.3706043e-11   1.7081024e-12
   3.6697345e-13   1.1292033e-11   6.3647554e-13   2.8082263e-19   1.1199724e-13
   3.3160861e-17   2.7954295e-12   3.9596171e-17   1.4963228e-12      0.98108950
       278.19131   5.8723531e-10   2.0024807e-10   1.2007816e-20   2.2633966e-16
   8.2559455e-12   6.2450640e-12   9.9759837e-12   1.7918731e-12   3.6228652e-13
   8.0250088e-12   3.3677447e-18   9.0322394e-17   5.1324640e-11   1.3840484e-12
   3.1898623e-13   1.3439177e-11   6.3144992e-13   1.6993577e-19   1.2871995e-13
   1.7653224e-17   4.1185756e-12   2.3602856e-17   3.5687328e-12      0.98108661
       258.42419   2.7024023e-10   1.3254572e-10   5.6435211e-21   1.2110510e-16
   8.3384269e-12   6.5291808e-12   9.6461876e-12   1.4931081e-12   4.3981816e-13
   7.6788084e-12   1.6669670e-18   5.8381642e-17   4.9801176e-11   1.2303200e-12
   2.9447137e-13   1.7278277e-11   6.0901752e-13   1.1375793e-19   1.4619370e-13
   1.0840766e-17   5.5858179e-12   1.5666313e-17   6.9622438e-12      0.98108481
       242.89834   1.4284498e-10   9.5226632e-11   3.1798338e-21   7.3298235e-17
   7.8412563e-12   6.5726607e-12   9.6420133e-12   1.3542341e-12   5.1448887e-13
   7.1636795e-12   9.7957715e-19   4.2591764e-17   5.0249735e-11   1.1565436e-12
   2.7387284e-13   2.1585557e-11   5.7848246e-13   8.2140778e-20   1.6273821e-13
   7.3176868e-18   7.0584488e-12   1.1052327e-17   1.1218571e-11      0.98108365
       231.43073   8.8040730e-11   7.4153877e-11   2.0447066e-21   5.0110682e-17
   7.2045119e-12   6.4514236e-12   9.6807732e-12   1.2737875e-12   5.7012941e-13
   6.5913688e-12   6.6554986e-19   3.3472657e-17   5.0179893e-11   1.1249236e-12
   2.5715639e-13   2.5329153e-11   5.4829892e-13   6.3955835e-20   1.7620384e-13
   5.4016664e-18   8.3361233e-12   8.3297678e-18   1.5383532e-11      0.98108291
       223.84855   6.3434924e-11   6.2519291e-11   1.4921413e-21   3.8687347e-17
   6.6623447e-12   6.2773223e-12   9.6822081e-12   1.2204664e-12   5.9982965e-13
   6.0838307e-12   5.1589969e-19   2.8130797e-17   4.9273145e-11   1.1147729e-12
   2.4582188e-13   2.7901417e-11   5.2499848e-13   5.3916902e-20   1.8586323e-13
   4.3696948e-18   9.2442966e-12   6.7775219e-18   1.8467341e-11      0.98108249
       216.34369   4.5616265e-11   5.2521931e-11   1.0695130e-21   2.9769503e-17
   6.0732265e-12   6.0449897e-12   9.6171735e-12   1.1599559e-12   6.1973804e-13
   5.5124557e-12   4.0072803e-19   2.3354167e-17   4.7469689e-11   1.1083430e-12
   2.3543304e-13   3.0385819e-11   4.9862524e-13   4.5196952e-20   1.9527011e-13
   3.5174517e-18   1.0149958e-11   5.4503116e-18   2.1777273e-11      0.98108208
       208.92305   3.2635190e-11   4.4026622e-11   7.5323985e-22   2.2755195e-17
   5.4572264e-12   5.7543412e-12   9.5075522e-12   1.0944578e-12   6.3199227e-13
   4.9112279e-12   3.0973780e-19   1.9144525e-17   4.5176567e-11   1.0996262e-12
   2.2274592e-13   3.2683573e-11   4.7014020e-13   3.7653476e-20   2.0481150e-13
   2.8132318e-18   1.1090588e-11   4.3407466e-18   2.5435365e-11      0.98108168
       201.59422   2.2798980e-11   3.7063351e-11   5.2063754e-22   1.6963980e-17
   4.8054781e-12   5.3627804e-12   9.4981702e-12   1.0355424e-12   6.5264342e-13
   4.3121337e-12   2.3026493e-19   1.5439341e-17   4.3986930e-11   1.0665487e-12
   1.9342985e-13   3.4631794e-11   4.4284301e-13   3.1196369e-20   2.1819018e-13
   2.2076872e-18   1.2406191e-11   3.4373821e-18   3.0344806e-11      0.98108122
       194.35344   1.5693072e-11   3.1233262e-11   3.5411146e-22   1.2420800e-17
   4.1267642e-12   4.9152665e-12   9.4502477e-12   9.6419154e-13   6.6988303e-13
   3.7373334e-12   1.6661971e-19   1.2271718e-17   4.2863365e-11   1.0234852e-12
   1.5713276e-13   3.5752101e-11   4.1449801e-13   2.5647061e-20   2.3410644e-13
   1.7118276e-18   1.3956230e-11   2.7043107e-18   3.6234195e-11      0.98108062
       187.19845   1.0858250e-11   2.6053098e-11   2.3692342e-22   9.0772816e-18
